timestamp,open,high,low,close
1740700800,2875.82,2884.92,2832.46,2857.0
1740873600,2855.2,2876.9,2855.08,2870.61
1740960000,2870.61,2894.98,2858.73,2890.62
1741046400,2890.6,2927.72,2881.65,2914.08
1741132800,2913.94,2929.75,2894.14,2918.16
1741219200,2918.14,2926.42,2890.82,2910.06
1741305600,2910.06,2930.18,2895.7,2909.36
1741478400,2910.9,2916.68,2909.48,2915.91
1741564800,2915.91,2918.12,2879.94,2884.4
1741651200,2884.48,2922.05,2879.94,2915.15
1741737600,2915.15,2940.35,2905.76,2937.92
1741824000,2937.92,2989.78,2932.77,2986.2
1741910400,2986.18,3004.72,2978.08,2983.8
1742083200,2984.28,2993.9,2983.05,2989.92
1742169600,2989.92,3002.66,2981.98,2999.52
1742256000,2999.51,3038.06,2999.26,3031.53
1742342400,3031.56,3051.76,3022.32,3049.88
1742428800,3049.9,3057.24,3025.43,3046.24
1742515200,3046.24,3047.27,2999.27,3022.7
1742688000,3020.16,3026.04,3020.16,3024.52
1742774400,3024.45,3033.14,3002.14,3009.6
1742860800,3009.62,3035.9,3007.32,3020.78
1742947200,3020.77,3031.94,3012.12,3021.4
1743033600,3021.37,3059.52,3021.36,3055.28
1743120000,3055.18,3086.72,3054.68,3083.9
1743292800,3086.5,3097.72,3085.36,3088.9
1743379200,3088.84,3127.82,3076.48,3120.35
1743465600,3120.27,3148.84,3100.66,3115.0
1743552000,3115.0,3167.55,3104.18,3162.48
1743638400,3162.46,3164.58,3053.94,3112.62
1743724800,3112.64,3136.44,3015.34,3038.0
1743897600,3006.77,3032.18,2976.58,2999.55
1743984000,2999.55,3055.18,2956.12,2981.08
1744070400,2980.98,3022.48,2969.6,2978.27
1744156800,2978.44,3099.46,2971.74,3086.5
1744243200,3086.5,3191.04,3078.1,3188.78
1744329600,3188.76,3245.02,3184.66,3236.38
1744502400,3229.16,3229.2,3209.2,3223.54
1744588800,3223.58,3245.52,3193.32,3212.4
1744675200,3212.38,3251.66,3209.68,3251.66
1744761600,3251.66,3357.46,3251.46,3349.88
1744848000,3349.92,3356.06,3283.34,3326.92
1745107200,3331.84,3352.96,3327.98,3347.98
1745193600,3348.29,3444.04,3347.28,3434.95
1745280000,3434.99,3499.92,3312.62,3336.32
1745366400,3336.34,3386.38,3259.48,3316.14
1745452800,3316.16,3370.06,3306.24,3348.74
1745539200,3348.76,3362.68,3264.78,3318.62
1745712000,3324.27,3336.0,3298.28,3302.42
1745798400,3302.48,3352.84,3267.77,3337.32
1745884800,3337.28,3339.66,3299.32,3316.78
1745971200,3316.82,3327.86,3266.88,3272.54
1746057600,3272.58,3276.1,3201.68,3236.96
1746144000,3237.13,3268.8,3222.4,3239.42
1746316800,3239.2,3252.12,3236.74,3247.74
1746403200,3247.78,3337.5,3240.88,3333.77
1746489600,3333.66,3437.66,3321.11,3400.38
1746576000,3400.5,3401.08,3359.73,3376.02
1746662400,3376.26,3414.71,3288.44,3316.02
1746748800,3316.06,3347.36,3274.3,3323.34
1746921600,3271.8,3292.68,3265.48,3287.32
1747008000,3287.38,3289.68,3207.5,3236.58
1747094400,3236.58,3265.4,3215.54,3253.92
1747180800,3254.14,3254.3,3167.54,3185.82
1747267200,3185.82,3251.8,3120.2,3236.84
1747353600,3236.82,3244.24,3153.48,3202.46
1747526400,3218.46,3245.02,3205.78,3234.27
1747612800,3234.3,3249.5,3206.3,3222.2
1747699200,3222.22,3303.77,3204.2,3290.44
1747785600,3290.38,3324.75,3285.11,3319.84
1747872000,3320.08,3345.2,3278.79,3299.75
1747958400,3299.82,3365.8,3286.77,3356.58
1748131200,3355.7,3356.08,3340.9,3342.3
1748217600,3342.42,3356.6,3323.3,3345.94
1748304000,3345.92,3349.75,3284.16,3309.15
1748390400,3309.15,3325.32,3249.72,3259.55
1748476800,3259.55,3330.78,3245.2,3315.39
1748563200,3315.39,3322.45,3271.1,3288.86
1748736000,3298.38,3316.45,3295.21,3309.94
1748822400,3309.96,3391.94,3301.2,3387.2
1748908800,3387.22,3388.4,3332.58,3359.7
1748995200,3359.7,3384.5,3343.45,3377.94
1749081600,3377.86,3403.18,3339.05,3361.65
1749168000,3361.65,3375.35,3306.92,3309.62
1749340800,3311.39,3320.98,3309.02,3317.8
1749427200,3317.9,3338.06,3293.2,3326.56
1749513600,3326.58,3348.89,3301.7,3327.76
1749600000,3327.82,3373.17,3319.4,3365.27
1749686400,3365.16,3398.74,3338.38,3395.54
1749772800,3395.42,3446.65,3391.46,3431.86
1749945600,3451.06,3451.06,3428.08,3444.02
1750032000,3444.0,3451.08,3382.52,3402.6
1750118400,3402.64,3403.1,3365.84,3387.16
1750204800,3387.1,3399.84,3362.36,3374.88
1750291200,3374.92,3387.8,3347.27,3368.58
1750377600,3368.58,3374.27,3340.18,3368.0
1750550400,3390.7,3396.65,3370.9,3372.5
1750636800,3372.46,3393.35,3341.1,3343.9
1750723200,3344.0,3357.62,3295.1,3324.02
1750809600,3323.98,3340.02,3311.71,3338.8
1750896000,3338.84,3350.02,3309.7,3318.5
1750982400,3318.39,3321.84,3255.48,3273.34
1751155200,3272.14,3281.3,3244.92,3263.58
1751241600,3263.56,3314.4,3259.2,3312.3
1751328000,3312.25,3357.86,3309.68,3337.88
1751414400,3337.94,3365.46,3327.28,3349.1
1751500800,3349.12,3363.54,3311.22,3330.65
1751587200,3330.56,3344.9,3325.62,3336.25
1751760000,3334.02,3342.35,3326.06,3328.66
1751846400,3328.68,3345.55,3296.2,3334.4
1751932800,3334.4,3339.28,3286.9,3302.0
1752019200,3302.0,3320.96,3282.42,3317.42
1752105600,3317.44,3330.08,3309.9,3323.56
1752192000,3323.5,3368.56,3323.34,3354.72
1752364800,3362.95,3373.71,3358.7,3367.5
1752451200,3367.5,3374.8,3340.76,3345.05
1752537600,3345.04,3366.15,3320.06,3330.8
1752624000,3330.82,3377.18,3319.5,3346.28
1752710400,3346.25,3347.16,3309.58,3340.06
1752796800,3340.1,3361.04,3331.64,3349.66
1752969600,3349.9,3350.02,3344.8,3348.9
1753056000,3348.84,3402.48,3347.42,3396.3
1753142400,3396.3,3433.28,3383.12,3427.3
1753228800,3427.3,3438.66,3381.22,3389.88
1753315200,3389.98,3393.16,3351.17,3369.15
1753401600,3369.14,3373.29,3324.8,3335.58
1753574400,3316.94,3337.15,3316.94,3333.4
1753660800,3333.39,3345.14,3301.46,3312.4
1753747200,3312.38,3333.91,3307.82,3327.2
1753833600,3327.18,3333.82,3267.96,3285.08
1753920000,3285.04,3314.71,3282.54,3288.36
1754006400,3288.38,3363.42,3281.44,3362.42
1754179200,3364.7,3369.08,3354.32,3361.8
1754265600,3361.78,3385.21,3344.75,3377.2
1754352000,3377.2,3389.9,3349.64,3383.06
1754438400,3383.0,3385.1,3358.02,3369.9
1754524800,3369.94,3408.68,3364.89,3400.11
1754611200,3400.12,3404.21,3373.29,3398.58
1754784000,3397.3,3404.8,3389.36,3391.26
1754870400,3391.28,3391.42,3340.81,3348.85
1754956800,3348.85,3359.2,3330.9,3350.44
1755043200,3350.44,3370.5,3342.44,3362.56
1755129600,3362.56,3374.56,3329.64,3335.25
1755216000,3335.24,3348.6,3332.16,3334.64
1755388800,3336.02,3338.85,3323.34,3326.89
1755475200,3326.94,3358.22,3326.62,3330.74
1755561600,3330.72,3345.16,3312.66,3314.14
1755648000,3313.94,3351.94,3311.26,3346.77
1755734400,3346.73,3347.94,3324.95,3338.18
1755820800,3338.14,3378.58,3321.04,3371.23
1755993600,3370.84,3371.7,3365.68,3368.86
1756080000,3368.84,3375.26,3359.5,3363.96
1756166400,3354.72,3394.2,3351.18,3390.65
1756252800,3390.58,3399.18,3373.66,3395.46
1756339200,3395.48,3423.07,3384.44,3414.51
1756425600,3414.51,3453.56,3404.18,3446.8
1756598400,3445.65,3452.26,3441.82,3447.68
1756684800,3447.68,3489.6,3436.55,3478.96
1756771200,3478.92,3539.85,3469.8,3529.7
1756857600,3529.7,3578.18,3526.51,3560.18
1756944000,3560.22,3563.15,3510.42,3552.42
1757030400,3552.39,3599.9,3544.61,3585.2
1757203200,3582.1,3596.35,3577.7,3590.8
1757289600,3590.8,3646.12,3579.36,3634.73
1757376000,3634.7,3673.64,3618.5,3633.36
1757462400,3633.38,3657.24,3619.96,3644.68
1757548800,3644.71,3648.89,3611.46,3631.6
1757635200,3631.58,3656.44,3630.29,3642.64
1757808000,3643.61,3646.05,3636.66,3637.96
1757894400,3637.96,3685.34,3626.15,3676.6
1757980800,3676.6,3702.83,3674.46,3694.08
1758067200,3694.06,3707.31,3645.77,3668.75
1758153600,3668.84,3672.78,3627.46,3639.89
1758240000,3639.98,3685.09,3631.94,3684.49
1758412800,3686.7,3691.89,3683.36,3686.06
1758499200,3686.08,3748.95,3685.23,3747.6
1758585600,3747.6,3790.86,3736.46,3763.54
1758672000,3763.5,3779.0,3717.35,3742.82
1758758400,3742.78,3761.42,3721.92,3744.48
1758844800,3744.44,3783.6,3734.28,3759.0
1759017600,3756.04,3772.28,3755.9,3766.65
1759104000,3766.65,3834.0,3763.66,3832.66
1759190400,3832.68,3871.5,3792.88,3862.77
1759276800,3862.78,3895.14,3853.06,3863.16
1759363200,3863.2,3896.96,3819.1,3862.14
1759449600,3862.11,3891.48,3837.78,3886.82
1759622400,3887.96,3920.48,3883.25,3909.36
1759708800,3909.42,3975.92,3898.66,3969.25
1759795200,3969.25,3995.78,3940.68,3994.14
1759881600,3994.1,4059.1,3984.04,4011.46
1759968000,4011.45,4057.77,3943.79,3989.55
1760054400,3989.4,4022.75,3946.68,4017.84
1760227200,4000.54,4059.94,4000.54,4034.71
1760313600,4034.88,4131.75,4024.29,4127.8
1760400000,4127.9,4179.36,4089.8,4161.32
1760486400,4161.3,4218.0,4153.46,4209.28
1760572800,4209.28,4379.12,4203.18,4365.23
1760659200,4365.2,4378.46,4185.42,4250.86
1760832000,4247.77,4273.68,4233.3,4237.61
1760918400,4237.62,4381.3,4218.5,4359.91
1761004800,4360.0,4372.11,4078.26,4092.62
1761091200,4092.62,4161.16,4003.3,4087.3
1761177600,4087.29,4154.43,4065.4,4121.38
1761264000,4121.41,4144.14,4043.62,4111.56
1761436800,4064.05,4108.6,4061.32,4064.16
1761523200,4064.28,4097.54,3971.07,3998.21
1761609600,3998.18,4019.4,3886.2,3964.54
1761696000,3964.54,4029.96,3916.35,3952.46
1761782400,3952.5,4045.92,3915.06,4036.34
1761868800,4036.22,4039.14,3971.96,4001.5
1762041600,3983.5,3998.62,3977.42,3979.44
1762128000,3979.28,4030.38,3962.32,3996.92
1762214400,3996.98,4000.48,3928.48,3934.33
1762300800,3934.32,3990.23,3929.65,3973.52
1762387200,3973.48,4019.28,3964.36,3988.88
1762473600,3988.9,4027.22,3983.86,4000.29
1762646400,3997.9,4012.11,3996.7,4011.64
1762732800,4011.66,4122.52,4010.92,4119.7
1762819200,4120.0,4148.76,4096.84,4142.41
1762905600,4142.38,4211.5,4098.66,4190.98
1762992000,4190.96,4244.92,4144.96,4185.73
1763078400,4185.8,4211.02,4031.96,4082.02
1763251200,4084.9,4106.3,4070.39,4096.2
1763337600,4096.25,4101.61,4006.73,4036.34
1763424000,4036.44,4082.28,3997.66,4076.64
1763510400,4076.6,4132.68,4055.25,4104.16
1763596800,4104.27,4109.8,4038.61,4078.68
1763683200,4078.66,4100.84,4022.08,4064.28
1763856000,4070.1,4077.28,4064.74,4074.9
1763942400,4074.89,4144.15,4039.94,4143.5
1764028800,4143.3,4159.04,4109.42,4133.5
1764115200,4133.52,4173.14,4132.44,4164.25
1764201600,4163.82,4166.82,4142.42,4163.02
1764288000,4163.02,4226.73,4150.08,4218.96
1764460800,4222.3,4230.35,4204.35,4221.8
1764547200,4221.66,4264.38,4215.27,4227.25
1764633600,4227.35,4230.36,4163.46,4212.43
1764720000,4212.41,4241.23,4194.41,4206.98
1764806400,4206.96,4219.26,4175.0,4205.92
1764892800,4205.98,4259.11,4191.82,4197.41
1765065600,4199.62,4202.5,4193.38,4200.66
1765152000,4201.24,4218.76,4176.0,4194.54
1765238400,4194.43,4221.34,4169.84,4210.45
1765324800,4210.45,4238.44,4181.57,4232.23
1765411200,4232.23,4285.7,4203.91,4275.91
1765497600,4275.91,4353.32,4256.84,4298.7
1765670400,4299.3,4308.2,4293.8,4301.98
1765756800,4302.16,4350.0,4285.06,4303.96
1765843200,4303.96,4334.93,4271.12,4307.7
1765929600,4307.77,4348.68,4306.3,4338.65
1766016000,4338.65,4374.39,4308.28,4334.86
1766102400,4334.84,4356.36,4308.72,4338.67
1766275200,4338.9,4355.95,4336.64,4354.92
1766361600,4354.88,4461.6,4354.88,4459.86
1766448000,4459.86,4510.18,4429.98,4503.12
1766534400,4503.09,4525.77,4447.89,4479.03
1766620800,4490.04,4499.62,4482.66,4494.78
1766707200,4494.88,4549.72,4491.54,4532.36
1766880000,4538.7,4549.3,4522.62,4526.45
1766966400,4526.45,4527.54,4300.7,4345.46
1767052800,4345.46,4404.0,4324.2,4338.66
1767139200,4338.66,4372.91,4273.8,4318.68
